date,season,totalRainMM,totalPrecipMM
2011-11-16,fall,0.0,0.0
2011-11-17,fall,0.0,0.2
2011-11-18,fall,0.0,0.0
2011-11-19,fall,,0.0
2011-11-20,fall,0.0,0.0
2011-11-21,fall,0.0,0.0
2011-11-22,fall,20.1,15.75
2011-11-23,fall,0.0,4.4
2011-11-24,fall,0.0,0.1
2011-11-25,fall,0.0,0.0
2011-11-26,fall,4.0,2.0
2011-11-27,fall,19.8,20.75
2011-11-28,fall,21.8,14.4
2011-11-29,fall,39.3,47.3
2011-11-30,fall,0.0,2.5
2011-12-01,winter,0.0,0.4
2011-12-02,winter,0.0,0.95
2011-12-03,winter,,0.0
2011-12-04,winter,11.7,21.6
2011-12-05,winter,25.4,23.55
2011-12-06,winter,0.0,1.15
2011-12-07,winter,0.0,0.0
2011-12-08,winter,0.0,0.9
2011-12-09,winter,0.0,1.3
2011-12-10,winter,0.0,0.0
2011-12-11,winter,0.0,0.0
2011-12-12,winter,0.0,0.0
2011-12-13,winter,0.0,0.0
2011-12-14,winter,13.4,11.8
2011-12-15,winter,9.4,10.45
2011-12-16,winter,0.0,2.7
2011-12-17,winter,0.0,1.9
2011-12-18,winter,0.0,1.6
2011-12-19,winter,0.0,0.0
2011-12-20,winter,0.2,0.1
2011-12-21,winter,5.2,3.55
2011-12-22,winter,2.2,2.75
2011-12-23,winter,0.0,0.0
2011-12-24,winter,0.0,0.2
2011-12-25,winter,0.4,0.55
2011-12-26,winter,0.0,0.1
2011-12-27,winter,3.3,13.1
2011-12-28,winter,0.0,2.25
2011-12-29,winter,0.0,4.3
2011-12-30,winter,9.8,9.7
2011-12-31,winter,,1.1
2012-01-01,winter,5.8,7.5500000000000025
2012-01-02,winter,0.0,10.25
2012-01-03,winter,0.0,6.4
2012-01-04,winter,0.0,0.0
2012-01-05,winter,0.0,0.0
2012-01-06,winter,0.0,0.0
2012-01-07,winter,0.0,0.0
2012-01-08,winter,0.0,0.0
2012-01-09,winter,0.0,0.0
2012-01-10,winter,,0.0
2012-01-11,winter,4.2,2.4
2012-01-12,winter,0.6,3.95
2012-01-13,winter,0.0,3.95
2012-01-14,winter,0.0,1.6
2012-01-15,winter,0.0,0.0
2012-01-16,winter,9.0,7.95
2012-01-17,winter,7.3,8.850000000000003
2012-01-18,winter,0.0,0.4
2012-01-19,winter,0.0,4.05
2012-01-20,winter,0.0,2.55
2012-01-21,winter,0.0,0.1
2012-01-22,winter,0.0,0.0
2012-01-23,winter,9.2,8.7
2012-01-24,winter,0.0,0.2
2012-01-25,winter,0.0,0.8
2012-01-26,winter,7.6,5.3
2012-01-27,winter,,3.95
2012-01-28,winter,0.0,2.95
2012-01-29,winter,0.0,5.35
2012-01-30,winter,0.0,2.7
2012-01-31,winter,0.0,0.0
2012-02-01,winter,0.0,0.0
2012-02-02,winter,0.0,0.0
2012-02-03,winter,0.0,0.1
2012-02-04,winter,0.0,0.0
2012-02-05,winter,0.0,0.0
2012-02-06,winter,0.0,0.0
2012-02-07,winter,0.0,0.2
2012-02-08,winter,0.0,0.0
2012-02-09,winter,0.0,0.0
2012-02-10,winter,0.0,3.65
2012-02-11,winter,0.0,3.9
2012-02-12,winter,0.0,2.45
2012-02-13,winter,0.0,0.0
2012-02-14,winter,0.0,1.05
2012-02-15,winter,3.5,1.75
2012-02-16,winter,0.4,2.5
2012-02-17,winter,0.0,2.05
2012-02-18,winter,0.0,1.25
2012-02-19,winter,0.0,0.2
2012-02-20,winter,0.0,0.0
2012-02-21,winter,2.0,2.75
2012-02-22,winter,0.0,0.2
2012-02-23,winter,0.0,1.1
2012-02-24,winter,1.6,5.8
2012-02-25,winter,0.0,1.3
2012-02-26,winter,0.0,0.0
2012-02-27,winter,0.0,0.0
2012-02-28,winter,0.0,0.0
2012-02-29,winter,6.2,4.95
2012-03-01,spring,0.0,2.05
2012-03-02,spring,15.2,13.05
2012-03-03,spring,0.0,0.5
2012-03-04,spring,0.0,1.3
2012-03-05,spring,0.0,0.0
2012-03-06,spring,0.0,0.0
2012-03-07,spring,0.0,0.0
2012-03-08,spring,5.4,6.0500000000000025
2012-03-09,spring,0.0,0.9
2012-03-10,spring,0.0,0.1
2012-03-11,spring,0.0,0.0
2012-03-12,spring,11.4,13.25
2012-03-13,spring,0.0,1.95
2012-03-14,spring,0.0,0.1
2012-03-15,spring,3.0,2.65
2012-03-16,spring,0.0,0.1
2012-03-17,spring,0.0,0.0
2012-03-18,spring,0.0,0.0
2012-03-19,spring,0.0,0.0
2012-03-20,spring,0.0,0.1
2012-03-21,spring,0.0,0.0
2012-03-22,spring,0.0,0.0
2012-03-23,spring,1.4,0.7
2012-03-24,spring,1.0,1.05
2012-03-25,spring,0.0,0.0
2012-03-26,spring,0.0,0.1
2012-03-27,spring,0.0,0.0
2012-03-28,spring,,0.0
2012-03-29,spring,0.0,0.0
2012-03-30,spring,2.2,2.6
2012-03-31,spring,0.0,0.0
2012-04-01,spring,1.6,1.8
2012-04-02,spring,0.0,0.0
2012-04-03,spring,,0.0
2012-04-04,spring,0.0,0.0
2012-04-05,spring,0.0,0.0
2012-04-06,spring,0.0,0.0
2012-04-07,spring,0.0,0.1
2012-04-08,spring,0.4,0.35
2012-04-09,spring,0.0,0.0
2012-04-10,spring,0.5,0.75
2012-04-11,spring,0.0,0.25
2012-04-12,spring,0.0,0.1
2012-04-13,spring,,0.0
2012-04-14,spring,0.4,0.45
2012-04-15,spring,,5.6
2012-04-16,spring,,0.0
2012-04-17,spring,,0.2
2012-04-18,spring,,0.0
2012-04-19,spring,,0.6
2012-04-20,spring,,5.3
2012-04-21,spring,,1.3
2012-04-22,spring,,0.0
2012-04-23,spring,,0.0
2012-04-24,spring,,1.9
2012-04-25,spring,,0.0
2012-04-26,spring,,0.2
2012-04-27,spring,,0.0
2012-04-28,spring,,0.0
2012-04-29,spring,,0.0
2012-04-30,spring,,11.9
2012-05-01,spring,,0.2
2012-05-02,spring,,0.0
2012-05-03,spring,,10.2
2012-05-04,spring,,0.8
2012-05-05,spring,,0.0
2012-05-06,spring,,0.0
2012-05-07,spring,,2.6
2012-05-08,spring,,7.4
2012-05-09,spring,,0.2
2012-05-10,spring,,0.0
2012-05-11,spring,,0.0
2012-05-12,spring,,0.6
2012-05-13,spring,,0.3
2012-05-14,spring,,0.0
2012-05-15,spring,,0.0
2012-05-16,spring,,1.7
2012-05-17,spring,,0.0
2012-05-18,spring,,0.0
2012-05-19,spring,,0.0
2012-05-20,spring,,0.0
2012-05-21,spring,,0.0
2012-05-22,spring,,0.0
2012-05-23,spring,,0.0
2012-05-24,spring,,0.0
2012-05-25,spring,,0.0
2012-05-26,spring,,0.0
2012-05-27,spring,,4.2
2012-05-28,spring,,0.0
2012-05-29,spring,,4.0
2012-05-30,spring,,0.2
2012-05-31,spring,,0.0
2012-06-01,summer,,39.6
2012-06-02,summer,,3.5
2012-06-03,summer,,2.7
2012-06-04,summer,,5.7
2012-06-05,summer,,0.0
2012-06-06,summer,,0.0
2012-06-07,summer,,0.0
2012-06-08,summer,,0.0
2012-06-09,summer,,2.5
2012-06-10,summer,,0.0
2012-06-11,summer,,0.8
2012-06-12,summer,,1.9
2012-06-13,summer,,0.0
2012-06-14,summer,,0.0
2012-06-15,summer,,0.0
2012-06-16,summer,,0.0
2012-06-17,summer,,5.1
2012-06-18,summer,,0.0
2012-06-19,summer,,0.0
2012-06-20,summer,,0.0
2012-06-21,summer,,25.8
2012-06-22,summer,,0.0
2012-06-23,summer,,0.0
2012-06-24,summer,,1.0
2012-06-25,summer,,0.0
2012-06-26,summer,,0.0
2012-06-27,summer,,0.0
2012-06-28,summer,,0.0
2012-06-29,summer,,0.0
2012-06-30,summer,,0.0
2012-07-01,summer,,0.0
2012-07-02,summer,,0.0
2012-07-03,summer,,2.7
2012-07-04,summer,,11.9
2012-07-05,summer,,0.0
2012-07-06,summer,,0.0
2012-07-07,summer,,0.0
2012-07-08,summer,,0.0
2012-07-09,summer,,0.0
2012-07-10,summer,,0.0
2012-07-11,summer,,0.0
2012-07-12,summer,,0.0
2012-07-13,summer,,0.0
2012-07-14,summer,,0.0
2012-07-15,summer,,3.1
2012-07-16,summer,,
2012-07-17,summer,,0.0
2012-07-18,summer,,0.0
2012-07-19,summer,,0.8
2012-07-20,summer,,2.0
2012-07-21,summer,,0.0
2012-07-22,summer,,0.0
2012-07-23,summer,,0.0
2012-07-24,summer,,0.0
2012-07-25,summer,,0.0
2012-07-26,summer,,9.7
2012-07-27,summer,,11.5
2012-07-28,summer,,0.9
2012-07-29,summer,,0.0
2012-07-30,summer,,0.0
2012-07-31,summer,,0.2
2012-08-01,summer,,0.0
2012-08-02,summer,,0.0
2012-08-03,summer,,0.0
2012-08-04,summer,,0.0
2012-08-05,summer,,1.8
2012-08-06,summer,,0.0
2012-08-07,summer,,0.0
2012-08-08,summer,,0.0
2012-08-09,summer,,5.6
2012-08-10,summer,,22.3
2012-08-11,summer,,6.8
2012-08-12,summer,,6.2
2012-08-13,summer,,0.9
2012-08-14,summer,,14.9
2012-08-15,summer,,0.0
2012-08-16,summer,,0.0
2012-08-17,summer,,1.4
2012-08-18,summer,,0.0
2012-08-19,summer,,0.0
2012-08-20,summer,,0.0
2012-08-21,summer,,0.0
2012-08-22,summer,,0.0
2012-08-23,summer,,0.0
2012-08-24,summer,,0.0
2012-08-25,summer,,0.0
2012-08-26,summer,,0.0
2012-08-27,summer,,1.1
2012-08-28,summer,,0.0
2012-08-29,summer,,0.0
2012-08-30,summer,,0.0
2012-08-31,summer,,0.0
2012-09-01,fall,,0.0
2012-09-02,fall,,0.0
2012-09-03,fall,,0.0
2012-09-04,fall,,12.6
2012-09-05,fall,,0.0
2012-09-06,fall,,0.0
2012-09-07,fall,,6.4
2012-09-08,fall,,21.8
2012-09-09,fall,,0.8
2012-09-10,fall,,0.0
2012-09-11,fall,,0.0
2012-09-12,fall,,0.0
2012-09-13,fall,,0.0
2012-09-14,fall,,8.8
2012-09-15,fall,,0.0
2012-09-16,fall,,0.0
2012-09-17,fall,,0.0
2012-09-18,fall,,26.4
2012-09-19,fall,,0.2
2012-09-20,fall,,3.0
2012-09-21,fall,,6.3
2012-09-22,fall,,2.1
2012-09-23,fall,,0.0
2012-09-24,fall,,0.0
2012-09-25,fall,,0.0
2012-09-26,fall,,0.0
2012-09-27,fall,,0.0
2012-09-28,fall,,0.0
2012-09-29,fall,,5.9
2012-09-30,fall,,0.2
2012-10-01,fall,,0.0
2012-10-02,fall,,0.0
2012-10-03,fall,,0.8
2012-10-04,fall,,0.0
2012-10-05,fall,,7.4
2012-10-06,fall,,0.2
2012-10-07,fall,,0.0
2012-10-08,fall,,0.0
2012-10-09,fall,,0.0
2012-10-10,fall,,3.4
2012-10-11,fall,,0.5
2012-10-12,fall,,1.3
2012-10-13,fall,,9.9
2012-10-14,fall,,4.6
2012-10-15,fall,,1.3
2012-10-16,fall,,0.0
2012-10-17,fall,,4.0
2012-10-18,fall,,1.2
2012-10-19,fall,,9.6
2012-10-20,fall,,4.2
2012-10-21,fall,,0.2
2012-10-22,fall,,1.2
2012-10-23,fall,,6.4
2012-10-24,fall,,0.3
2012-10-25,fall,,0.0
2012-10-26,fall,,17.6
2012-10-27,fall,,17.3
2012-10-28,fall,,5.7
2012-10-29,fall,,14.8
2012-10-30,fall,,3.5
2012-10-31,fall,,4.0
2012-11-01,fall,2.4,2.4
2012-11-02,fall,0.8,1.0
2012-11-03,fall,0.5,0.25
2012-11-04,fall,0.0,0.0
2012-11-05,fall,0.0,0.1
2012-11-06,fall,0.0,0.0
2012-11-07,fall,0.0,0.0
2012-11-08,fall,0.0,0.0
2012-11-09,fall,,0.0
2012-11-10,fall,0.0,0.0
2012-11-11,fall,0.0,0.0
2012-11-12,fall,8.7,8.399999999999999
2012-11-13,fall,0.0,0.0
2012-11-14,fall,0.0,0.1
2012-11-15,fall,0.0,0.0
2012-11-16,fall,0.0,0.0
2012-11-17,fall,0.0,0.0
2012-11-18,fall,0.0,0.0
2012-11-19,fall,0.0,0.0
2012-11-20,fall,0.0,0.0
2012-11-21,fall,0.0,0.0
2012-11-22,fall,2.8,1.4
2012-11-23,fall,0.0,1.85
2012-11-24,fall,0.0,1.0
2012-11-25,fall,0.0,1.25
2012-11-26,fall,0.0,0.0
2012-11-27,fall,0.0,0.0
2012-11-28,fall,0.0,0.0
2012-11-29,fall,0.0,0.0
2012-11-30,fall,0.0,0.3
2012-12-01,winter,6.2,3.1
2012-12-02,winter,7.0,9.75
2012-12-03,winter,,0.0
2012-12-04,winter,8.3,7.85
2012-12-05,winter,0.0,0.2
2012-12-06,winter,0.0,0.0
2012-12-07,winter,2.2,1.4
2012-12-08,winter,2.0,2.0
2012-12-09,winter,5.8,4.45
2012-12-10,winter,0.8,2.4000000000000004
2012-12-11,winter,0.0,0.2
2012-12-12,winter,0.0,0.0
2012-12-13,winter,0.0,0.0
2012-12-14,winter,0.0,0.0
2012-12-15,winter,5.5,2.75
2012-12-16,winter,2.7,5.75
2012-12-17,winter,,0.0
2012-12-18,winter,2.1,1.6
2012-12-19,winter,0.7,0.35
2012-12-20,winter,16.1,18.3
2012-12-21,winter,0.0,4.3
2012-12-22,winter,0.0,0.0
2012-12-23,winter,0.0,0.0
2012-12-24,winter,0.0,0.65
2012-12-25,winter,0.0,0.0
2012-12-26,winter,0.0,7.65
2012-12-27,winter,0.0,1.05
2012-12-28,winter,0.0,0.3
2012-12-29,winter,0.0,3.65
2012-12-30,winter,0.0,0.0
2012-12-31,winter,0.0,0.0
2013-01-01,winter,0.0,0.4
2013-01-02,winter,0.0,0.0
2013-01-03,winter,0.0,0.0
2013-01-04,winter,0.0,0.0
2013-01-05,winter,0.0,0.9
2013-01-06,winter,0.0,1.35
2013-01-07,winter,0.0,0.0
2013-01-08,winter,0.0,0.0
2013-01-09,winter,0.0,0.0
2013-01-10,winter,5.2,2.6
2013-01-11,winter,7.5,9.2
2013-01-12,winter,24.2,12.2
2013-01-13,winter,3.6,15.05
2013-01-14,winter,0.0,0.2
2013-01-15,winter,0.0,0.0
2013-01-16,winter,0.0,0.0
2013-01-17,winter,0.0,0.0
2013-01-18,winter,0.0,0.0
2013-01-19,winter,0.0,0.15
2013-01-20,winter,0.0,0.2
2013-01-21,winter,0.0,0.55
2013-01-22,winter,0.0,0.75
2013-01-23,winter,0.0,1.65
2013-01-24,winter,0.0,0.5
2013-01-25,winter,0.0,2.45
2013-01-26,winter,0.0,0.0
2013-01-27,winter,0.0,4.65
2013-01-28,winter,6.5,9.7
2013-01-29,winter,36.3,37.55
2013-01-30,winter,6.8,6.15
2013-01-31,winter,0.0,2.6
2013-02-01,winter,0.0,0.6
2013-02-02,winter,0.0,2.1500000000000004
2013-02-03,winter,0.0,0.0
2013-02-04,winter,0.0,0.55
2013-02-05,winter,0.0,0.75
2013-02-06,winter,0.0,0.2
2013-02-07,winter,0.0,4.6
2013-02-08,winter,0.0,13.15
2013-02-09,winter,0.0,0.1
2013-02-10,winter,3.4,2.15
2013-02-11,winter,1.4,1.95
2013-02-12,winter,0.0,0.0
2013-02-13,winter,0.0,0.1
2013-02-14,winter,0.3,3.75
2013-02-15,winter,0.0,0.2
2013-02-16,winter,0.0,0.3
2013-02-17,winter,0.0,0.3
2013-02-18,winter,14.0,7.0
2013-02-19,winter,1.0,9.9
2013-02-20,winter,0.0,1.55
2013-02-21,winter,0.0,0.2
2013-02-22,winter,,2.7
2013-02-23,winter,0.0,0.8
2013-02-24,winter,0.0,0.6
2013-02-25,winter,0.0,0.0
2013-02-26,winter,8.8,12.85
2013-02-27,winter,0.0,6.3
2013-02-28,winter,0.0,1.7
2013-03-01,spring,0.0,0.0
2013-03-02,spring,0.0,0.2
2013-03-03,spring,0.0,0.0
2013-03-04,spring,0.0,0.0
2013-03-05,spring,0.0,0.0
2013-03-06,spring,0.0,0.0
2013-03-07,spring,0.0,0.5
2013-03-08,spring,0.0,0.0
2013-03-09,spring,0.0,0.1
2013-03-10,spring,4.0,2.0
2013-03-11,spring,19.4,21.35
2013-03-12,spring,0.0,2.1
2013-03-13,spring,0.0,1.4
2013-03-14,spring,0.0,0.0
2013-03-15,spring,0.0,1.45
2013-03-16,spring,0.0,1.35
2013-03-17,spring,0.0,0.35
2013-03-18,spring,1.3,3.25
2013-03-19,spring,0.0,4.2
2013-03-20,spring,0.0,0.2
2013-03-21,spring,0.0,2.15
2013-03-22,spring,0.0,0.2
2013-03-23,spring,0.0,0.0
2013-03-24,spring,0.0,0.1
2013-03-25,spring,0.0,1.4
2013-03-26,spring,0.0,0.0
2013-03-27,spring,0.0,0.4
2013-03-28,spring,0.0,0.0
2013-03-29,spring,0.0,0.1
2013-03-30,spring,0.0,0.0
2013-03-31,spring,2.7,2.0
2013-04-01,spring,0.0,1.3
2013-04-02,spring,0.0,0.0
2013-04-03,spring,0.0,0.35
2013-04-04,spring,0.0,0.0
2013-04-05,spring,0.0,0.0
2013-04-06,spring,,0.0
2013-04-07,spring,0.0,0.0
2013-04-08,spring,10.0,9.15
2013-04-09,spring,,36.4
2013-04-10,spring,17.0,18.7
2013-04-11,spring,16.5,13.85
2013-04-12,spring,8.2,10.8
2013-04-13,spring,0.4,0.35
2013-04-14,spring,0.0,0.0
2013-04-15,spring,,0.0
2013-04-16,spring,,2.5
2013-04-17,spring,,8.1
2013-04-18,spring,,5.3
2013-04-19,spring,,3.9
2013-04-20,spring,,1.5
2013-04-21,spring,,0.0
2013-04-22,spring,,0.0
2013-04-23,spring,,0.0
2013-04-24,spring,,9.7
2013-04-25,spring,,4.7
2013-04-26,spring,,0.0
2013-04-27,spring,,0.0
2013-04-28,spring,,10.8
2013-04-29,spring,,0.0
2013-04-30,spring,,0.0
2013-05-01,spring,,0.0
2013-05-02,spring,,0.0
2013-05-03,spring,,0.0
2013-05-04,spring,,0.0
2013-05-05,spring,,0.0
2013-05-06,spring,,0.0
2013-05-07,spring,,0.0
2013-05-08,spring,,1.2
2013-05-09,spring,,0.0
2013-05-10,spring,,5.9
2013-05-11,spring,,2.7
2013-05-12,spring,,0.3
2013-05-13,spring,,0.2
2013-05-14,spring,,1.0
2013-05-15,spring,,1.9
2013-05-16,spring,,0.0
2013-05-17,spring,,0.0
2013-05-18,spring,,0.0
2013-05-19,spring,,0.0
2013-05-20,spring,,0.0
2013-05-21,spring,,0.0
2013-05-22,spring,,1.7
2013-05-23,spring,,1.7
2013-05-24,spring,,0.0
2013-05-25,spring,,0.0
2013-05-26,spring,,0.0
2013-05-27,spring,,2.1
2013-05-28,spring,,61.0
2013-05-29,spring,,24.1
2013-05-30,spring,,0.3
2013-05-31,spring,,1.2
2013-06-01,summer,,3.5
2013-06-02,summer,,6.8
2013-06-03,summer,,0.0
2013-06-04,summer,,0.0
2013-06-05,summer,,0.0
2013-06-06,summer,,4.5
2013-06-07,summer,,0.0
2013-06-08,summer,,0.0
2013-06-09,summer,,0.0
2013-06-10,summer,,20.1
2013-06-11,summer,,2.8
2013-06-12,summer,,1.9
2013-06-13,summer,,10.0
2013-06-14,summer,,0.0
2013-06-15,summer,,0.0
2013-06-16,summer,,10.8
2013-06-17,summer,,0.2
2013-06-18,summer,,0.0
2013-06-19,summer,,0.0
2013-06-20,summer,,0.0
2013-06-21,summer,,0.0
2013-06-22,summer,,29.9
2013-06-23,summer,,0.0
2013-06-24,summer,,0.0
2013-06-25,summer,,0.0
2013-06-26,summer,,0.0
2013-06-27,summer,,0.8
2013-06-28,summer,,25.9
2013-06-29,summer,,0.0
2013-06-30,summer,,0.0
2013-07-01,summer,,0.0
2013-07-02,summer,,1.2
2013-07-03,summer,,
2013-07-04,summer,,9.1
2013-07-05,summer,,9.8
2013-07-06,summer,,2.9
2013-07-07,summer,,10.0
2013-07-08,summer,,9.0
2013-07-09,summer,,6.5
2013-07-10,summer,,6.9
2013-07-11,summer,,0.2
2013-07-12,summer,,0.0
2013-07-13,summer,,0.0
2013-07-14,summer,,0.0
2013-07-15,summer,,0.0
2013-07-16,summer,,0.0
2013-07-17,summer,,0.0
2013-07-18,summer,,0.0
2013-07-19,summer,,6.2
2013-07-20,summer,,0.4
2013-07-21,summer,,0.0
2013-07-22,summer,,0.0
2013-07-23,summer,,1.1
2013-07-24,summer,,0.0
2013-07-25,summer,,0.0
2013-07-26,summer,,0.0
2013-07-27,summer,,13.8
2013-07-28,summer,,2.3
2013-07-29,summer,,0.0
2013-07-30,summer,,0.0
2013-07-31,summer,,9.3
2013-08-01,summer,,1.8
2013-08-02,summer,,5.8
2013-08-03,summer,,0.2
2013-08-04,summer,,0.0
2013-08-05,summer,,0.0
2013-08-06,summer,,0.0
2013-08-07,summer,,16.8
2013-08-08,summer,,0.0
2013-08-09,summer,,0.0
2013-08-10,summer,,0.0
2013-08-11,summer,,0.0
2013-08-12,summer,,0.0
2013-08-13,summer,,0.0
2013-08-14,summer,,0.0
2013-08-15,summer,,0.0
2013-08-16,summer,,0.0
2013-08-17,summer,,0.0
2013-08-18,summer,,0.0
2013-08-19,summer,,0.0
2013-08-20,summer,,0.0
2013-08-21,summer,,0.0
2013-08-22,summer,,1.6
2013-08-23,summer,,0.0
2013-08-24,summer,,0.0
2013-08-25,summer,,0.0
2013-08-26,summer,,0.4
2013-08-27,summer,,0.4
2013-08-28,summer,,14.3
2013-08-29,summer,,
2013-08-30,summer,,0.0
2013-08-31,summer,,0.0
2013-09-01,fall,,0.0
2013-09-02,fall,,0.0
2013-09-03,fall,,2.1
2013-09-04,fall,,0.0
2013-09-05,fall,,0.0
2013-09-06,fall,,0.0
2013-09-07,fall,,2.5
2013-09-08,fall,,0.0
2013-09-09,fall,,0.0
2013-09-10,fall,,0.0
2013-09-11,fall,,41.2
2013-09-12,fall,,0.2
2013-09-13,fall,,
2013-09-14,fall,,0.0
2013-09-15,fall,,0.2
2013-09-16,fall,,0.0
2013-09-17,fall,,0.0
2013-09-18,fall,,0.0
2013-09-19,fall,,0.0
2013-09-20,fall,,69.7
2013-09-21,fall,,37.7
2013-09-22,fall,,0.0
2013-09-23,fall,,0.0
2013-09-24,fall,,0.0
2013-09-25,fall,,0.0
2013-09-26,fall,,0.0
2013-09-27,fall,,0.0
2013-09-28,fall,,0.0
2013-09-29,fall,,1.3
