date,season,totalRainMM,totalPrecipMM
2015-08-17,summer,,0.0
2015-08-18,summer,,2.1
2015-08-19,summer,,0.0
2015-08-20,summer,,14.5
2015-08-21,summer,,0.0
2015-08-22,summer,,0.0
2015-08-23,summer,,2.9
2015-08-24,summer,,0.0
2015-08-25,summer,,0.0
2015-08-26,summer,,0.2
2015-08-27,summer,,1.0
2015-08-28,summer,,0.0
2015-08-29,summer,,
2015-08-30,summer,,0.0
2015-08-31,summer,,0.0
2015-09-01,fall,,0.0
2015-09-02,fall,,0.0
2015-09-03,fall,,29.7
2015-09-04,fall,,4.9
2015-09-05,fall,,0.0
2015-09-06,fall,,0.0
2015-09-07,fall,,0.0
2015-09-08,fall,,9.1
2015-09-09,fall,,3.9
2015-09-10,fall,,0.0
2015-09-11,fall,,4.5
2015-09-12,fall,,0.0
2015-09-13,fall,,0.0
2015-09-14,fall,,0.0
2015-09-15,fall,,0.0
2015-09-16,fall,,0.0
2015-09-17,fall,,0.0
2015-09-18,fall,,0.0
2015-09-19,fall,,6.6
2015-09-20,fall,,0.0
2015-09-21,fall,,0.0
2015-09-22,fall,,0.0
2015-09-23,fall,,0.0
2015-09-24,fall,,0.0
2015-09-25,fall,,0.0
2015-09-26,fall,,0.0
2015-09-27,fall,,0.0
2015-09-28,fall,,0.0
2015-09-29,fall,,4.3
2015-09-30,fall,,0.0
2015-10-01,fall,,0.0
2015-10-02,fall,,0.0
2015-10-03,fall,,6.6
2015-10-04,fall,,0.0
2015-10-05,fall,,0.0
2015-10-06,fall,,
2015-10-07,fall,,0.0
2015-10-08,fall,,1.4
2015-10-09,fall,,1.2
2015-10-10,fall,,0.0
2015-10-11,fall,,0.0
2015-10-12,fall,,0.0
2015-10-13,fall,,0.0
2015-10-14,fall,,2.0
2015-10-15,fall,,0.0
2015-10-16,fall,,5.2
2015-10-17,fall,,0.0
2015-10-18,fall,,1.7
2015-10-19,fall,,0.0
2015-10-20,fall,,0.6
2015-10-21,fall,,0.8
2015-10-22,fall,,0.0
2015-10-23,fall,,0.0
2015-10-24,fall,,17.5
2015-10-25,fall,,0.5
2015-10-26,fall,,0.0
2015-10-27,fall,,0.0
2015-10-28,fall,,33.8
2015-10-29,fall,,0.0
2015-10-30,fall,,0.4
2015-10-31,fall,,5.7
2015-11-01,fall,0.0,1.0
2015-11-02,fall,0.0,0.1
2015-11-03,fall,0.0,0.0
2015-11-04,fall,0.0,0.0
2015-11-05,fall,8.0,4.0
2015-11-06,fall,3.0,6.75
2015-11-07,fall,0.6,0.4
2015-11-08,fall,0.0,0.0
2015-11-09,fall,,0.0
2015-11-10,fall,10.5,10.05
2015-11-11,fall,2.8,1.65
2015-11-12,fall,0.5,1.4
2015-11-13,fall,4.8,4.3
2015-11-14,fall,0.0,0.0
2015-11-15,fall,0.0,0.0
2015-11-16,fall,0.0,0.0
2015-11-17,fall,0.0,0.0
2015-11-18,fall,4.9,3.5
2015-11-19,fall,0.0,1.1
2015-11-20,fall,0.0,0.0
2015-11-21,fall,0.2,9.95
2015-11-22,fall,0.0,1.35
2015-11-23,fall,0.0,0.0
2015-11-24,fall,0.0,0.0
2015-11-25,fall,0.0,0.0
2015-11-26,fall,0.0,0.0
2015-11-27,fall,11.8,11.6
2015-11-28,fall,0.0,0.0
2015-11-29,fall,0.0,0.1
2015-11-30,fall,0.0,0.0
2015-12-01,winter,1.2,1.5
2015-12-02,winter,1.2,1.2000000000000002
2015-12-03,winter,2.0,2.65
2015-12-04,winter,0.0,0.0
2015-12-05,winter,0.0,0.0
2015-12-06,winter,0.0,0.0
2015-12-07,winter,0.0,0.1
2015-12-08,winter,0.0,0.0
2015-12-09,winter,0.0,0.0
2015-12-10,winter,0.2,0.2
2015-12-11,winter,0.0,0.0
2015-12-12,winter,,0.0
2015-12-13,winter,2.9,1.75
2015-12-14,winter,6.0,6.5
2015-12-15,winter,0.3,0.35
2015-12-16,winter,1.6,1.2000000000000002
2015-12-17,winter,0.0,0.1
2015-12-18,winter,0.0,0.0
2015-12-19,winter,0.0,0.0
2015-12-20,winter,4.2,2.2
2015-12-21,winter,13.6,14.2
2015-12-22,winter,1.0,1.3
2015-12-23,winter,2.9,2.9
2015-12-24,winter,0.0,0.0
2015-12-25,winter,0.0,0.0
2015-12-26,winter,12.0,8.85
2015-12-27,winter,0.2,3.8
2015-12-28,winter,10.0,17.15
2015-12-29,winter,1.4,4.5
2015-12-30,winter,0.2,0.1
2015-12-31,winter,0.0,0.2
2016-01-01,winter,0.0,1.3
2016-01-02,winter,0.0,0.0
2016-01-03,winter,0.0,1.05
2016-01-04,winter,0.0,0.2
2016-01-05,winter,0.0,0.0
2016-01-06,winter,0.0,0.0
2016-01-07,winter,0.0,0.0
2016-01-08,winter,6.4,4.9
2016-01-09,winter,2.6,2.4000000000000004
2016-01-10,winter,9.8,13.3
2016-01-11,winter,0.0,3.65
2016-01-12,winter,0.0,3.25
2016-01-13,winter,0.0,2.45
2016-01-14,winter,0.0,8.65
2016-01-15,winter,8.2,7.3
2016-01-16,winter,0.0,
2016-01-17,winter,0.0,2.7
2016-01-18,winter,0.0,0.2
2016-01-19,winter,0.0,0.2
2016-01-20,winter,0.0,0.5
2016-01-21,winter,0.0,0.0
2016-01-22,winter,0.0,0.0
2016-01-23,winter,0.0,0.0
2016-01-24,winter,0.0,0.0
2016-01-25,winter,0.8,0.5
2016-01-26,winter,0.0,2.9
2016-01-27,winter,0.0,1.65
2016-01-28,winter,0.0,2.05
2016-01-29,winter,0.0,0.65
2016-01-30,winter,0.4,0.2
2016-01-31,winter,4.1,4.15
2016-02-01,winter,0.0,0.1
2016-02-02,winter,9.4,9.3
2016-02-03,winter,0.0,0.8
2016-02-04,winter,0.0,0.85
2016-02-05,winter,0.0,0.1
2016-02-06,winter,0.0,0.0
2016-02-07,winter,3.5,1.75
2016-02-08,winter,2.8,6.5
2016-02-09,winter,0.0,5.35
2016-02-10,winter,0.0,5.5
2016-02-11,winter,0.0,11.4
2016-02-12,winter,0.0,4.85
2016-02-13,winter,0.0,8.45
2016-02-14,winter,0.0,0.2
2016-02-15,winter,0.0,0.0
2016-02-16,winter,0.0,0.0
2016-02-17,winter,0.0,1.7000000000000002
2016-02-18,winter,0.0,0.1
2016-02-19,winter,0.5,0.25
2016-02-20,winter,0.0,0.0
2016-02-21,winter,0.0,0.0
2016-02-22,winter,0.0,0.0
2016-02-23,winter,0.0,0.0
2016-02-24,winter,20.6,18.950000000000006
2016-02-25,winter,0.0,2.05
2016-02-26,winter,0.0,0.2
2016-02-27,winter,0.0,0.0
2016-02-28,winter,4.4,2.2
2016-02-29,winter,0.2,1.85
2016-03-01,spring,1.0,9.65
2016-03-02,spring,0.0,5.199999999999998
2016-03-03,spring,0.0,0.2
2016-03-04,spring,0.0,0.0
2016-03-05,spring,0.0,0.2
2016-03-06,spring,,0.0
2016-03-07,spring,0.2,0.1
2016-03-08,spring,0.0,0.0
2016-03-09,spring,1.0,0.5
2016-03-10,spring,,3.3
2016-03-11,spring,0.0,0.0
2016-03-12,spring,0.0,0.0
2016-03-13,spring,2.4,1.6
2016-03-14,spring,5.2,6.0500000000000025
2016-03-15,spring,1.2,1.25
2016-03-16,spring,10.4,7.0
2016-03-17,spring,0.4,0.2
2016-03-18,spring,,0.0
2016-03-19,spring,0.0,0.1
2016-03-20,spring,0.0,0.0
2016-03-21,spring,0.0,0.25
2016-03-22,spring,2.6,1.85
2016-03-23,spring,15.6,11.55
2016-03-24,spring,25.0,30.4
2016-03-25,spring,0.0,0.1
2016-03-26,spring,0.0,0.0
2016-03-27,spring,16.2,11.1
2016-03-28,spring,6.4,10.05
2016-03-29,spring,0.0,0.1
2016-03-30,spring,12.4,6.2
2016-03-31,spring,38.0,42.95
2016-04-01,spring,0.0,1.0
2016-04-02,spring,0.0,3.1
2016-04-03,spring,0.0,7.6
2016-04-04,spring,0.0,0.0
2016-04-05,spring,0.0,0.1
2016-04-06,spring,20.4,14.15
2016-04-07,spring,0.0,5.85
2016-04-08,spring,0.0,0.0
2016-04-09,spring,0.0,0.1
2016-04-10,spring,12.4,16.1
2016-04-11,spring,1.2,4.75
2016-04-12,spring,0.0,0.0
2016-04-13,spring,0.0,0.0
2016-04-14,spring,0.0,0.0
2016-04-15,spring,,0.0
2016-04-16,spring,,0.0
2016-04-17,spring,,0.2
2016-04-18,spring,,0.0
2016-04-19,spring,,0.0
2016-04-20,spring,,0.0
2016-04-21,spring,,5.5
2016-04-22,spring,,0.0
2016-04-23,spring,,
2016-04-24,spring,,0.0
2016-04-25,spring,,0.0
2016-04-26,spring,,
2016-04-27,spring,,0.0
2016-04-28,spring,,0.0
2016-04-29,spring,,0.0
2016-04-30,spring,,1.8
2016-05-01,spring,,4.8
2016-05-02,spring,,8.3
2016-05-03,spring,,0.0
2016-05-04,spring,,0.0
2016-05-05,spring,,0.0
2016-05-06,spring,,0.0
2016-05-07,spring,,0.0
2016-05-08,spring,,0.0
2016-05-09,spring,,0.0
2016-05-10,spring,,0.0
2016-05-11,spring,,0.0
2016-05-12,spring,,6.2
2016-05-13,spring,,3.8
2016-05-14,spring,,6.4
2016-05-15,spring,,0.0
2016-05-16,spring,,0.0
2016-05-17,spring,,0.0
2016-05-18,spring,,0.0
2016-05-19,spring,,0.0
2016-05-20,spring,,0.0
2016-05-21,spring,,0.0
2016-05-22,spring,,0.2
2016-05-23,spring,,0.0
2016-05-24,spring,,0.0
2016-05-25,spring,,0.0
2016-05-26,spring,,0.4
2016-05-27,spring,,0.0
2016-05-28,spring,,0.0
2016-05-29,spring,,1.0
2016-05-30,spring,,0.0
2016-05-31,spring,,0.0
2016-06-01,summer,,0.0
2016-06-02,summer,,0.2
2016-06-03,summer,,0.0
2016-06-04,summer,,9.8
2016-06-05,summer,,21.6
2016-06-06,summer,,20.9
2016-06-07,summer,,0.9
2016-06-08,summer,,0.3
2016-06-09,summer,,0.0
2016-06-10,summer,,0.0
2016-06-11,summer,,0.0
2016-06-12,summer,,0.2
2016-06-13,summer,,0.0
2016-06-14,summer,,0.0
2016-06-15,summer,,1.3
2016-06-16,summer,,6.5
2016-06-17,summer,,0.0
2016-06-18,summer,,0.0
2016-06-19,summer,,0.0
2016-06-20,summer,,0.0
2016-06-21,summer,,0.0
2016-06-22,summer,,0.0
2016-06-23,summer,,0.0
2016-06-24,summer,,0.0
2016-06-25,summer,,
2016-06-26,summer,,0.0
2016-06-27,summer,,0.0
2016-06-28,summer,,1.2
2016-06-29,summer,,0.2
2016-06-30,summer,,0.0
2016-07-01,summer,,5.3
2016-07-02,summer,,0.0
2016-07-03,summer,,0.0
2016-07-04,summer,,0.0
2016-07-05,summer,,0.0
2016-07-06,summer,,0.0
2016-07-07,summer,,0.0
2016-07-08,summer,,18.1
2016-07-09,summer,,0.2
2016-07-10,summer,,0.0
2016-07-11,summer,,0.0
2016-07-12,summer,,0.0
2016-07-13,summer,,23.6
2016-07-14,summer,,3.6
2016-07-15,summer,,0.0
2016-07-16,summer,,0.0
2016-07-17,summer,,0.0
2016-07-18,summer,,
2016-07-19,summer,,0.0
2016-07-20,summer,,0.0
2016-07-21,summer,,0.0
2016-07-22,summer,,7.0
2016-07-23,summer,,0.0
2016-07-24,summer,,0.0
2016-07-25,summer,,2.8
2016-07-26,summer,,0.0
2016-07-27,summer,,0.0
2016-07-28,summer,,0.0
2016-07-29,summer,,5.5
2016-07-30,summer,,13.5
2016-07-31,summer,,11.5
2016-08-01,summer,,0.0
2016-08-02,summer,,0.0
2016-08-03,summer,,0.0
2016-08-04,summer,,0.0
2016-08-05,summer,,0.0
2016-08-06,summer,,0.0
2016-08-07,summer,,0.0
2016-08-08,summer,,0.0
2016-08-09,summer,,0.0
2016-08-10,summer,,0.0
2016-08-11,summer,,7.2
2016-08-12,summer,,50.4
2016-08-13,summer,,27.0
2016-08-14,summer,,0.0
2016-08-15,summer,,0.0
2016-08-16,summer,,18.6
2016-08-17,summer,,
2016-08-18,summer,,0.0
2016-08-19,summer,,0.0
2016-08-20,summer,,0.6
2016-08-21,summer,,3.2
2016-08-22,summer,,0.0
2016-08-23,summer,,0.0
2016-08-24,summer,,28.1
2016-08-25,summer,,33.7
2016-08-26,summer,,0.0
2016-08-27,summer,,1.6
2016-08-28,summer,,0.0
2016-08-29,summer,,0.0
2016-08-30,summer,,0.0
2016-08-31,summer,,0.0
2016-09-01,fall,,0.0
2016-09-02,fall,,0.0
2016-09-03,fall,,0.0
2016-09-04,fall,,
2016-09-05,fall,,0.0
2016-09-06,fall,,0.0
2016-09-07,fall,,11.9
2016-09-08,fall,,3.9
2016-09-09,fall,,0.0
2016-09-10,fall,,16.6
2016-09-11,fall,,0.0
2016-09-12,fall,,0.0
2016-09-13,fall,,4.1
2016-09-14,fall,,0.7
2016-09-15,fall,,0.0
2016-09-16,fall,,0.0
2016-09-17,fall,,13.3
2016-09-18,fall,,0.0
2016-09-19,fall,,0.0
2016-09-20,fall,,0.0
2016-09-21,fall,,0.0
2016-09-22,fall,,0.0
2016-09-23,fall,,0.0
2016-09-24,fall,,0.0
2016-09-25,fall,,0.0
2016-09-26,fall,,5.3
2016-09-27,fall,,0.0
2016-09-28,fall,,0.0
2016-09-29,fall,,4.4
2016-09-30,fall,,10.1
2016-10-01,fall,,10.7
2016-10-02,fall,,7.1
2016-10-03,fall,,0.2
2016-10-04,fall,,0.0
2016-10-05,fall,,
2016-10-06,fall,,
2016-10-07,fall,,0.0
2016-10-08,fall,,0.0
2016-10-09,fall,,0.0
2016-10-10,fall,,0.0
2016-10-11,fall,,0.0
2016-10-12,fall,,2.2
2016-10-13,fall,,0.3
2016-10-14,fall,,0.0
2016-10-15,fall,,0.0
2016-10-16,fall,,0.4
2016-10-17,fall,,0.0
2016-10-18,fall,,0.0
2016-10-19,fall,,0.0
2016-10-20,fall,,12.1
2016-10-21,fall,,2.6
2016-10-22,fall,,0.5
2016-10-23,fall,,0.4
2016-10-24,fall,,0.9
2016-10-25,fall,,0.2
2016-10-26,fall,,7.9
2016-10-27,fall,,3.8
2016-10-28,fall,,0.0
2016-10-29,fall,,0.0
2016-10-30,fall,,0.8
2016-10-31,fall,,0.0
2016-11-01,fall,0.0,0.0
2016-11-02,fall,18.4,12.3
2016-11-03,fall,0.0,5.95
2016-11-04,fall,0.0,0.1
2016-11-05,fall,0.0,0.0
2016-11-06,fall,0.0,0.0
2016-11-07,fall,0.0,0.0
2016-11-08,fall,2.4,2.25
2016-11-09,fall,0.0,0.0
2016-11-10,fall,0.0,0.0
2016-11-11,fall,0.0,0.0
2016-11-12,fall,0.0,0.0
2016-11-13,fall,0.0,0.0
2016-11-14,fall,0.0,0.0
2016-11-15,fall,,0.0
2016-11-16,fall,0.0,0.1
2016-11-17,fall,0.0,0.1
2016-11-18,fall,2.5,1.25
2016-11-19,fall,5.0,9.85
2016-11-20,fall,0.0,4.0
2016-11-21,fall,0.0,0.0
2016-11-22,fall,0.0,0.0
2016-11-23,fall,5.8,4.75
2016-11-24,fall,1.4,2.15
2016-11-25,fall,4.0,4.3
2016-11-26,fall,1.0,1.35
2016-11-27,fall,0.0,0.0
2016-11-28,fall,7.4,4.7
2016-11-29,fall,,4.1
2016-11-30,fall,3.8,2.5
2016-12-01,winter,2.8,1.4
2016-12-02,winter,5.2,5.25
2016-12-03,winter,1.7,2.75
2016-12-04,winter,2.8,3.25
2016-12-05,winter,0.0,0.6
2016-12-06,winter,3.4,3.1
2016-12-07,winter,0.0,0.0
2016-12-08,winter,0.0,5.25
2016-12-09,winter,0.0,4.7
2016-12-10,winter,0.0,0.0
2016-12-11,winter,0.0,18.55
2016-12-12,winter,0.0,1.55
2016-12-13,winter,,0.4
2016-12-14,winter,0.0,1.25
2016-12-15,winter,0.0,0.2
2016-12-16,winter,0.0,5.75
2016-12-17,winter,1.4,4.15
2016-12-18,winter,0.0,1.25
2016-12-19,winter,0.0,0.0
2016-12-20,winter,0.0,0.0
2016-12-21,winter,0.0,0.0
2016-12-22,winter,0.0,0.0
2016-12-23,winter,4.0,2.15
2016-12-24,winter,0.5,2.5
2016-12-25,winter,,0.0
2016-12-26,winter,14.6,13.85
2016-12-27,winter,0.0,0.1
2016-12-28,winter,0.0,1.4
2016-12-29,winter,0.0,4.45
2016-12-30,winter,0.0,1.1
2016-12-31,winter,0.0,0.1
2017-01-01,winter,0.0,0.0
2017-01-02,winter,7.0,3.75
2017-01-03,winter,10.8,11.4
2017-01-04,winter,0.0,0.7999999999999999
2017-01-05,winter,0.0,1.85
2017-01-06,winter,0.0,0.0
2017-01-07,winter,0.0,1.15
2017-01-08,winter,0.0,8.25
2017-01-09,winter,0.0,2.15
2017-01-10,winter,10.0,16.1
2017-01-11,winter,10.2,9.4
2017-01-12,winter,2.2,3.05
2017-01-13,winter,0.0,0.1
2017-01-14,winter,0.0,0.0
2017-01-15,winter,0.0,0.0
2017-01-16,winter,7.2,3.85
2017-01-17,winter,10.4,11.8
2017-01-18,winter,0.2,0.25
2017-01-19,winter,0.0,0.0
2017-01-20,winter,1.8,1.8
2017-01-21,winter,0.0,0.0
2017-01-22,winter,,0.0
2017-01-23,winter,0.2,0.30000000000000004
2017-01-24,winter,0.2,0.1
2017-01-25,winter,1.2,0.95
2017-01-26,winter,1.0,1.45
2017-01-27,winter,0.0,1.4500000000000002
2017-01-28,winter,0.0,2.25
2017-01-29,winter,0.0,0.30000000000000004
2017-01-30,winter,0.0,0.7
2017-01-31,winter,0.0,4.4
2017-02-01,winter,0.0,0.45
2017-02-02,winter,0.0,0.2
2017-02-03,winter,0.0,0.0
2017-02-04,winter,0.0,0.30000000000000004
2017-02-05,winter,0.0,1.55
2017-02-06,winter,0.0,0.0
2017-02-07,winter,17.0,17.2
2017-02-08,winter,0.0,0.45
2017-02-09,winter,0.0,1.2
2017-02-10,winter,0.0,1.3
2017-02-11,winter,1.0,0.5
2017-02-12,winter,8.0,10.05
2017-02-13,winter,0.0,0.2
2017-02-14,winter,0.0,0.8
2017-02-15,winter,0.0,2.9000000000000004
2017-02-16,winter,0.0,0.8500000000000001
2017-02-17,winter,0.0,0.0
2017-02-18,winter,0.0,0.0
2017-02-19,winter,0.0,0.0
2017-02-20,winter,0.0,0.0
2017-02-21,winter,2.6,1.3
2017-02-22,winter,0.0,0.0
2017-02-23,winter,2.0,1.0
2017-02-24,winter,17.4,16.049999999999994
2017-02-25,winter,,5.6
2017-02-26,winter,0.0,0.0
2017-02-27,winter,0.0,0.0
2017-02-28,winter,36.0,25.1
2017-03-01,spring,2.6,10.25
2017-03-02,spring,0.0,2.0
2017-03-03,spring,0.0,2.95
2017-03-04,spring,0.0,0.0
2017-03-05,spring,0.0,0.0
2017-03-06,spring,10.2,6.4
2017-03-07,spring,1.0,4.1
2017-03-08,spring,0.0,0.0
2017-03-09,spring,0.0,0.0
2017-03-10,spring,0.0,2.15
2017-03-11,spring,0.0,1.25
2017-03-12,spring,0.0,0.0
2017-03-13,spring,0.0,3.5
2017-03-14,spring,0.0,0.1
2017-03-15,spring,0.0,1.1
2017-03-16,spring,0.0,0.2
2017-03-17,spring,0.0,1.1
2017-03-18,spring,0.0,0.2
2017-03-19,spring,0.0,0.3
2017-03-20,spring,0.0,0.25
2017-03-21,spring,0.0,0.0
2017-03-22,spring,0.0,0.0
2017-03-23,spring,1.2,0.6
2017-03-24,spring,4.0,2.35
2017-03-25,spring,0.6,7.6
2017-03-26,spring,8.0,6.05
2017-03-27,spring,0.2,0.2
2017-03-28,spring,0.0,0.0
2017-03-29,spring,0.0,0.0
2017-03-30,spring,29.7,29.25
2017-03-31,spring,1.0,1.2
2017-04-01,spring,0.0,0.0
2017-04-02,spring,,0.0
2017-04-03,spring,5.0,3.15
2017-04-04,spring,5.0,7.4
2017-04-05,spring,4.8,3.35
2017-04-06,spring,18.0,20.7
2017-04-07,spring,0.0,0.6
2017-04-08,spring,0.0,0.0
2017-04-09,spring,0.0,0.0
2017-04-10,spring,10.6,8.55
2017-04-11,spring,1.6,2.2
2017-04-12,spring,,0.2
2017-04-13,spring,0.0,0.0
2017-04-14,spring,0.4,0.2
2017-04-15,spring,,3.1
2017-04-16,spring,,0.0
2017-04-17,spring,,0.0
2017-04-18,spring,,0.0
2017-04-19,spring,,0.4
2017-04-20,spring,,43.8
2017-04-21,spring,,0.3
2017-04-22,spring,,0.0
2017-04-23,spring,,0.0
2017-04-24,spring,,0.0
2017-04-25,spring,,4.1
2017-04-26,spring,,0.0
2017-04-27,spring,,2.9
2017-04-28,spring,,0.0
2017-04-29,spring,,0.0
2017-04-30,spring,,15.7
2017-05-01,spring,,7.9
2017-05-02,spring,,2.8
2017-05-03,spring,,0.2
2017-05-04,spring,,26.9
2017-05-05,spring,,20.0
2017-05-06,spring,,2.3
2017-05-07,spring,,0.0
2017-05-08,spring,,0.2
2017-05-09,spring,,0.0
2017-05-10,spring,,0.0
2017-05-11,spring,,1.3
2017-05-12,spring,,0.0
2017-05-13,spring,,3.0
2017-05-14,spring,,0.2
2017-05-15,spring,,0.0
2017-05-16,spring,,3.8
2017-05-17,spring,,0.0
2017-05-18,spring,,1.0
2017-05-19,spring,,0.0
2017-05-20,spring,,0.0
2017-05-21,spring,,31.4
2017-05-22,spring,,0.0
2017-05-23,spring,,0.0
2017-05-24,spring,,1.9
2017-05-25,spring,,19.8
2017-05-26,spring,,0.2
2017-05-27,spring,,0.0
2017-05-28,spring,,0.7
2017-05-29,spring,,9.8
2017-05-30,spring,,
2017-05-31,spring,,0.0
2017-06-01,summer,,0.0
2017-06-02,summer,,0.0
2017-06-03,summer,,0.0
2017-06-04,summer,,12.2
2017-06-05,summer,,0.0
2017-06-06,summer,,0.5
2017-06-07,summer,,0.0
2017-06-08,summer,,0.0
2017-06-09,summer,,0.0
2017-06-10,summer,,0.0
2017-06-11,summer,,0.0
2017-06-12,summer,,0.0
2017-06-13,summer,,0.0
2017-06-14,summer,,0.0
2017-06-15,summer,,0.0
2017-06-16,summer,,0.0
2017-06-17,summer,,4.1
2017-06-18,summer,,4.8
2017-06-19,summer,,1.7
2017-06-20,summer,,3.3
2017-06-21,summer,,0.0
2017-06-22,summer,,8.7
2017-06-23,summer,,11.8
2017-06-24,summer,,1.6
2017-06-25,summer,,5.7
2017-06-26,summer,,9.3
2017-06-27,summer,,0.3
2017-06-28,summer,,0.0
